store_id,store_name,latitude,longitude,open_time,close_time,is_open,popular_items,available_sizes,current_offer,available_quantity
2132,Bean Brothers Aundh,18.401941,73.777116,09:00,20:00,Yes,Tea|Sandwich|Muffin,S|M|L,20% off on Mornings,"{""S"": 46, ""M"": 27, ""L"": 10}"
2133,Costa Coffee Wakad,18.445136,73.76894,09:00,22:00,Yes,Muffin|Espresso|Cold Coffee|Cappuccino|Latte|Tea,S|M|L,Buy1Get1 Muffin,"{""S"": 16, ""M"": 26, ""L"": 28}"
2134,Coffee Corner MG Road,18.608807,73.77657,08:00,20:00,No,Hot Cocoa|Cappuccino|Mocha,S|M|L,10% Off on Hot Cocoa,"{""S"": 37, ""M"": 15, ""L"": 30}"
2135,Urban Sip MG Road,18.402682,73.800559,06:30,20:00,Yes,Sandwich|Latte|Tea|Hot Cocoa,S|M|L,Flat Rs.50 off on orders above 300,"{""S"": 48, ""M"": 17, ""L"": 31}"
2136,Urban Sip Wakad,18.545449,73.817472,08:00,23:00,Yes,Tea|Muffin|Latte|Cold Coffee|Sandwich,S|M|L,10% Off on Hot Cocoa,"{""S"": 0, ""M"": 29, ""L"": 44}"
2137,Bean Brothers Baner,18.406563,73.766195,08:00,22:00,No,Muffin|Americano|Tea|Mocha|Cappuccino|Latte,S|M|L,20% off on Mornings,"{""S"": 1, ""M"": 40, ""L"": 23}"
2138,Starbucks Wakad,18.563103,73.792754,09:00,23:59,Yes,Tea|Americano|Cappuccino|Mocha|Espresso,S|M|L,20% off on Mornings,"{""S"": 38, ""M"": 12, ""L"": 45}"
2139,Costa Coffee Camp,18.610696,73.925067,06:30,22:00,No,Hot Cocoa|Sandwich|Americano,S|M|L,Buy1Get1 Muffin,"{""S"": 28, ""M"": 7, ""L"": 30}"
2140,Roast House Koregaon Park,18.458805,73.777604,06:30,20:00,No,Cold Coffee|Mocha|Tea,S|M|L,20% off on Mornings,"{""S"": 14, ""M"": 46, ""L"": 16}"
2141,Urban Sip MG Road,18.560114,73.958157,09:00,20:00,No,Muffin|Cappuccino|Mocha|Espresso,S|M|L,No Offer,"{""S"": 41, ""M"": 41, ""L"": 50}"
2142,Roast House Viman Nagar,18.594427,73.790352,06:30,23:00,Yes,Cappuccino|Mocha|Espresso,S|M|L,10% Off on Hot Cocoa,"{""S"": 36, ""M"": 23, ""L"": 8}"
2143,Brew & Co Viman Nagar,18.53886,73.737103,06:30,22:00,No,Mocha|Muffin|Cold Coffee|Hot Cocoa|Sandwich|Tea,S|M|L,Flat Rs.50 off on orders above 300,"{""S"": 14, ""M"": 6, ""L"": 25}"
2144,Starbucks Camp,18.604967,73.812522,08:00,22:00,No,Cold Coffee|Hot Cocoa|Muffin|Mocha|Tea|Latte,S|M|L,Flat Rs.50 off on orders above 300,"{""S"": 20, ""M"": 19, ""L"": 32}"
2145,Cafe Coffee Day Aundh,18.639644,73.906265,09:00,22:00,No,Tea|Latte|Mocha|Cappuccino|Americano,S|M|L,Buy1Get1 Muffin,"{""S"": 46, ""M"": 14, ""L"": 44}"
2146,Starbucks Baner,18.606027,73.911275,08:00,22:00,Yes,Mocha|Tea|Americano|Cold Coffee|Espresso|Muffin,S|M|L,10% Off on Hot Cocoa,"{""S"": 33, ""M"": 46, ""L"": 18}"
2147,The Daily Grind Koregaon Park,18.568666,73.868222,06:30,22:00,No,Hot Cocoa|Americano|Cold Coffee,S|M|L,Flat Rs.50 off on orders above 300,"{""S"": 8, ""M"": 28, ""L"": 44}"
2148,Urban Sip Aundh,18.615732,73.787044,07:00,20:00,No,Cold Coffee|Tea|Sandwich,S|M|L,Buy1Get1 Muffin,"{""S"": 3, ""M"": 6, ""L"": 22}"
2149,Urban Sip Baner,18.627215,73.764863,08:00,23:59,Yes,Espresso|Latte|Cappuccino|Americano|Muffin|Mocha,S|M|L,20% off on Mornings,"{""S"": 44, ""M"": 38, ""L"": 11}"
2150,Bean Brothers MG Road,18.587055,73.944275,09:00,23:00,No,Latte|Cappuccino|Sandwich|Muffin|Tea,S|M|L,No Offer,"{""S"": 41, ""M"": 42, ""L"": 32}"
2151,Blue Tokai FC Road,18.541244,73.973664,09:00,23:00,Yes,Tea|Americano|Muffin|Cold Coffee,S|M|L,Flat Rs.50 off on orders above 300,"{""S"": 8, ""M"": 6, ""L"": 20}"
2152,Cafe Coffee Day Camp,18.444774,73.931788,06:30,23:59,No,Sandwich|Muffin|Cappuccino,S|M|L,Buy1Get1 Muffin,"{""S"": 42, ""M"": 7, ""L"": 11}"
2153,Coffee Corner Baner,18.401678,73.844036,08:00,20:00,Yes,Muffin|Espresso|Cold Coffee|Latte,S|M|L,Flat Rs.50 off on orders above 300,"{""S"": 16, ""M"": 48, ""L"": 2}"
2154,Cafe Coffee Day MG Road,18.521876,73.823954,07:00,23:59,Yes,Hot Cocoa|Latte|Muffin|Mocha,S|M|L,Flat Rs.50 off on orders above 300,"{""S"": 28, ""M"": 8, ""L"": 36}"
2155,Urban Sip Wakad,18.52584,73.973345,08:00,22:00,Yes,Espresso|Latte|Muffin,S|M|L,Buy1Get1 Muffin,"{""S"": 19, ""M"": 13, ""L"": 8}"
2156,Coffee Corner Camp,18.45225,73.822876,07:00,23:59,Yes,Hot Cocoa|Tea|Cold Coffee|Espresso|Sandwich,S|M|L,10% Off on Hot Cocoa,"{""S"": 16, ""M"": 43, ""L"": 27}"
2157,Costa Coffee Camp,18.449303,73.887796,08:00,22:00,No,Tea|Cold Coffee|Mocha|Muffin,S|M|L,No Offer,"{""S"": 24, ""M"": 1, ""L"": 38}"
2158,Blue Tokai MG Road,18.46523,73.864253,09:00,20:00,No,Mocha|Muffin|Hot Cocoa,S|M|L,Buy1Get1 Muffin,"{""S"": 14, ""M"": 17, ""L"": 0}"
2159,Cafe Coffee Day Viman Nagar,18.635476,73.790034,06:30,20:00,Yes,Muffin|Americano|Cappuccino|Hot Cocoa|Cold Coffee,S|M|L,Flat Rs.50 off on orders above 300,"{""S"": 18, ""M"": 35, ""L"": 17}"
2160,Coffee Corner MG Road,18.615577,73.777679,09:00,22:00,No,Americano|Cold Coffee|Hot Cocoa|Latte|Mocha|Muffin,S|M|L,Buy1Get1 Muffin,"{""S"": 42, ""M"": 8, ""L"": 9}"
2161,Bean Brothers Kalyani Nagar,18.576901,73.749388,08:00,22:00,No,Cold Coffee|Americano|Mocha|Tea|Espresso|Hot Cocoa,S|M|L,20% off on Mornings,"{""S"": 17, ""M"": 27, ""L"": 33}"
2162,Blue Tokai Aundh,18.552952,73.757566,08:00,23:59,No,Cappuccino|Muffin|Espresso,S|M|L,10% Off on Hot Cocoa,"{""S"": 10, ""M"": 36, ""L"": 3}"
2163,Cafe Coffee Day Aundh,18.533398,73.854984,06:30,23:59,Yes,Americano|Sandwich|Cappuccino|Espresso|Latte|Hot Cocoa,S|M|L,Buy1Get1 Muffin,"{""S"": 47, ""M"": 0, ""L"": 45}"
2164,Bean Brothers Camp,18.58032,73.795314,06:30,23:59,Yes,Cold Coffee|Cappuccino|Mocha|Tea,S|M|L,Buy1Get1 Muffin,"{""S"": 32, ""M"": 22, ""L"": 3}"
2165,Bean Brothers Pune Central,18.491383,73.826288,06:30,23:00,Yes,Hot Cocoa|Muffin|Americano,S|M|L,20% off on Mornings,"{""S"": 16, ""M"": 13, ""L"": 0}"
2166,Coffee Corner Viman Nagar,18.452591,73.809857,06:30,23:59,No,Mocha|Latte|Americano,S|M|L,20% off on Mornings,"{""S"": 19, ""M"": 22, ""L"": 6}"
2167,Starbucks Wakad,18.614047,73.781378,08:00,20:00,Yes,Americano|Espresso|Cappuccino|Hot Cocoa|Tea|Muffin,S|M|L,No Offer,"{""S"": 7, ""M"": 31, ""L"": 0}"
2168,Costa Coffee Aundh,18.454663,73.831586,08:00,23:00,No,Sandwich|Hot Cocoa|Cappuccino|Espresso,S|M|L,No Offer,"{""S"": 10, ""M"": 8, ""L"": 22}"
2169,Bean Brothers FC Road,18.486617,73.945623,07:00,20:00,Yes,Latte|Cold Coffee|Tea|Espresso|Mocha,S|M|L,20% off on Mornings,"{""S"": 2, ""M"": 10, ""L"": 42}"
2170,Blue Tokai Pune Central,18.630728,73.972603,06:30,23:59,No,Cold Coffee|Mocha|Tea|Hot Cocoa|Sandwich|Espresso,S|M|L,Buy1Get1 Muffin,"{""S"": 7, ""M"": 6, ""L"": 50}"
2171,Starbucks Baner,18.43773,73.8567,07:00,20:00,No,Muffin|Latte|Tea|Espresso|Cold Coffee|Mocha,S|M|L,No Offer,"{""S"": 5, ""M"": 48, ""L"": 27}"
2172,Blue Tokai Kalyani Nagar,18.436999,73.859398,07:00,23:00,Yes,Espresso|Tea|Muffin|Americano|Mocha,S|M|L,10% Off on Hot Cocoa,"{""S"": 44, ""M"": 46, ""L"": 32}"
2173,Coffee Corner Baner,18.445681,73.941869,07:00,22:00,Yes,Tea|Latte|Hot Cocoa|Cappuccino,S|M|L,Buy1Get1 Muffin,"{""S"": 27, ""M"": 1, ""L"": 39}"
2174,Blue Tokai MG Road,18.607844,73.827985,08:00,22:00,Yes,Tea|Americano|Latte|Hot Cocoa|Espresso,S|M|L,10% Off on Hot Cocoa,"{""S"": 19, ""M"": 7, ""L"": 17}"
2175,Brew & Co Aundh,18.62672,73.907481,07:00,23:00,Yes,Latte|Muffin|Sandwich|Mocha,S|M|L,20% off on Mornings,"{""S"": 13, ""M"": 18, ""L"": 30}"
2176,The Daily Grind Kalyani Nagar,18.424583,73.781062,09:00,23:00,No,Cappuccino|Muffin|Latte|Mocha|Hot Cocoa,S|M|L,Buy1Get1 Muffin,"{""S"": 21, ""M"": 23, ""L"": 47}"
2177,Brew & Co Kalyani Nagar,18.527327,73.825882,08:00,22:00,No,Cappuccino|Cold Coffee|Muffin,S|M|L,10% Off on Hot Cocoa,"{""S"": 37, ""M"": 41, ""L"": 12}"
2178,Blue Tokai Pune Central,18.62252,73.754671,08:00,23:00,No,Sandwich|Cold Coffee|Latte|Cappuccino,S|M|L,Buy1Get1 Muffin,"{""S"": 26, ""M"": 35, ""L"": 45}"
2179,The Daily Grind Camp,18.63443,73.951479,09:00,20:00,No,Americano|Tea|Latte,S|M|L,Buy1Get1 Muffin,"{""S"": 38, ""M"": 17, ""L"": 44}"
2180,Costa Coffee Aundh,18.411307,73.872582,07:00,23:59,No,Cold Coffee|Americano|Tea,S|M|L,Flat Rs.50 off on orders above 300,"{""S"": 49, ""M"": 24, ""L"": 25}"
2181,Coffee Corner Aundh,18.450062,73.737564,07:00,20:00,No,Hot Cocoa|Espresso|Muffin|Mocha|Cold Coffee,S|M|L,Flat Rs.50 off on orders above 300,"{""S"": 7, ""M"": 10, ""L"": 14}"
2182,Starbucks Camp,18.457572,73.746082,07:00,23:00,Yes,Latte|Espresso|Sandwich|Hot Cocoa|Muffin,S|M|L,10% Off on Hot Cocoa,"{""S"": 41, ""M"": 22, ""L"": 40}"
2183,Coffee Corner Wakad,18.478295,73.963843,08:00,22:00,No,Mocha|Latte|Sandwich|Tea|Cold Coffee,S|M|L,Buy1Get1 Muffin,"{""S"": 46, ""M"": 17, ""L"": 11}"
2184,The Daily Grind FC Road,18.529373,73.971603,06:30,23:59,No,Americano|Espresso|Mocha|Cold Coffee,S|M|L,Buy1Get1 Muffin,"{""S"": 37, ""M"": 40, ""L"": 48}"
2185,Bean Brothers Baner,18.507453,73.911855,09:00,23:00,Yes,Cappuccino|Americano|Cold Coffee|Espresso|Muffin|Mocha,S|M|L,Buy1Get1 Muffin,"{""S"": 36, ""M"": 31, ""L"": 46}"
2186,Costa Coffee Aundh,18.405451,73.7758,07:00,23:59,Yes,Cold Coffee|Cappuccino|Tea,S|M|L,Buy1Get1 Muffin,"{""S"": 29, ""M"": 41, ""L"": 25}"
2187,Cafe Coffee Day Camp,18.43335,73.916807,06:30,20:00,No,Latte|Cappuccino|Muffin|Tea|Mocha|Americano,S|M|L,Buy1Get1 Muffin,"{""S"": 15, ""M"": 49, ""L"": 5}"
2188,The Daily Grind Baner,18.625664,73.880613,06:30,20:00,No,Espresso|Cold Coffee|Americano,S|M|L,Flat Rs.50 off on orders above 300,"{""S"": 28, ""M"": 10, ""L"": 19}"
2189,Brew & Co Pune Central,18.437483,73.75011,08:00,20:00,Yes,Cappuccino|Sandwich|Hot Cocoa,S|M|L,10% Off on Hot Cocoa,"{""S"": 32, ""M"": 26, ""L"": 9}"
2190,Starbucks Koregaon Park,18.40616,73.839213,07:00,23:00,No,Tea|Cappuccino|Americano|Sandwich,S|M|L,10% Off on Hot Cocoa,"{""S"": 14, ""M"": 6, ""L"": 18}"
2191,Brew & Co MG Road,18.548167,73.765104,06:30,20:00,Yes,Tea|Sandwich|Mocha|Hot Cocoa,S|M|L,Buy1Get1 Muffin,"{""S"": 43, ""M"": 27, ""L"": 9}"
2192,The Daily Grind Kalyani Nagar,18.596615,73.820313,06:30,23:00,No,Hot Cocoa|Cappuccino|Latte|Tea|Sandwich,S|M|L,Buy1Get1 Muffin,"{""S"": 20, ""M"": 9, ""L"": 24}"
2193,Urban Sip Pune Central,18.595916,73.763859,09:00,23:00,Yes,Mocha|Cold Coffee|Sandwich,S|M|L,No Offer,"{""S"": 22, ""M"": 20, ""L"": 31}"
2194,Bean Brothers Pune Central,18.566821,73.836047,08:00,22:00,Yes,Tea|Sandwich|Americano|Hot Cocoa|Muffin|Espresso,S|M|L,Flat Rs.50 off on orders above 300,"{""S"": 34, ""M"": 14, ""L"": 24}"
2195,Cafe Coffee Day Kalyani Nagar,18.571981,73.863167,07:00,20:00,Yes,Latte|Espresso|Muffin|Cold Coffee|Hot Cocoa,S|M|L,No Offer,"{""S"": 8, ""M"": 7, ""L"": 3}"
2196,Brew & Co Wakad,18.6041,73.944725,07:00,23:00,No,Sandwich|Tea|Espresso|Cappuccino,S|M|L,Buy1Get1 Muffin,"{""S"": 3, ""M"": 47, ""L"": 8}"
2197,Cafe Coffee Day Baner,18.490991,73.743023,09:00,23:00,Yes,Muffin|Cappuccino|Americano,S|M|L,Flat Rs.50 off on orders above 300,"{""S"": 10, ""M"": 1, ""L"": 9}"
2198,Brew & Co Baner,18.419358,73.755196,09:00,22:00,Yes,Cold Coffee|Sandwich|Hot Cocoa|Espresso|Tea|Muffin,S|M|L,No Offer,"{""S"": 50, ""M"": 41, ""L"": 44}"
2199,Starbucks Aundh,18.427104,73.7511,06:30,22:00,Yes,Tea|Muffin|Americano,S|M|L,Flat Rs.50 off on orders above 300,"{""S"": 45, ""M"": 16, ""L"": 36}"
2200,Roast House Aundh,18.570645,73.838381,07:00,23:00,Yes,Cold Coffee|Espresso|Tea|Hot Cocoa|Latte|Cappuccino,S|M|L,No Offer,"{""S"": 11, ""M"": 47, ""L"": 35}"
